symbol,type,conf,strategy,buy_px,sell_px,ret,reason,bars,close
sh605577,Spring,95,paper_discipline_bull,12.608,13.407,0.0549,空头信号卖出,10,2026-09-04 09:32:57
sh605577,Spring,95,paper_discipline_bull,13.159,13.211,-0.004,空头信号卖出,1,2026-09-04 09:32:58
sh605378,Spring,95,paper_discipline_bull,21.102,19.684,-0.0746,条件单:stop_loss,2,2026-09-04 09:32:58
sh605567,Spring,100,paper_discipline_bull,10.2,10.387,0.0102,空头信号卖出,1,2026-09-04 09:32:59
sh605567,Spring,100,paper_discipline_bull,10.091,10.654,0.0474,空头信号卖出,1,2026-09-04 09:32:59
sh605567,Spring,100,paper_discipline_bull,10.576,10.535,-0.0118,空头信号卖出,1,2026-09-04 09:32:59
sh605567,Spring,100,paper_discipline_bull,10.685,10.752,-0.0017,空头信号卖出,1,2026-09-04 09:32:59
sh605567,Spring,100,paper_discipline_bull,10.398,10.999,0.0494,空头信号卖出,1,2026-09-04 09:33:00
sh605389,Spring,81,screener_value_accumulation,53.639,61.708,0.1413,条件单:take_profit,21,2026-09-04 09:33:06
sh605378,Spring,96,screener_value_accumulation,20.249,18.744,-0.0817,条件单:stop_loss,12,2026-09-04 09:33:07
sh605368,ST,100,paper_discipline_bull,7.648,7.123,-0.0761,条件单:stop_loss,7,2026-09-04 09:33:07
sh605567,Spring,100,paper_discipline_bull,10.537,9.854,-0.0723,条件单:stop_loss,36,2026-09-04 09:33:07
sh605580,Spring,100,paper_discipline_bull,21.879,25.589,0.1602,条件单:take_profit,0,2026-09-04 09:33:07
sh605580,Spring,100,paper_discipline_bull,24.413,29.927,0.2161,条件单:take_profit,2,2026-09-04 09:33:07
sh605580,Spring,100,paper_discipline_bull,27.729,25.684,-0.0811,条件单:stop_loss,1,2026-09-04 09:33:07
sh605499,Spring,93,paper_discipline_bull,144.144,134.256,-0.076,条件单:stop_loss,7,2026-09-04 09:33:07
sh605368,ST,100,paper_discipline_bull,7.047,6.563,-0.0761,条件单:stop_loss,9,2026-09-04 09:33:07
sh605580,Spring,100,paper_discipline_bull,25.025,29.041,0.1512,条件单:take_profit,13,2026-09-04 09:33:07
sh605369,Spring,90,paper_discipline_bull,15.415,18.182,0.1701,条件单:take_profit,0,2026-09-04 09:33:07
sh605366,Spring,100,paper_discipline_bull,10.911,13.057,0.1871,条件单:take_profit,2,2026-09-04 09:33:07
sh605366,Spring,100,paper_discipline_bull,13.083,13.966,0.059,空头信号卖出,2,2026-09-04 09:33:08
sh605369,Spring,90,paper_discipline_bull,17.858,16.533,-0.0816,条件单:stop_loss,16,2026-09-04 09:33:11
sh605507,Spring,98,screener_value_accumulation,16.426,16.164,-0.0238,空头信号卖出,2,2026-09-04 09:33:12
sh605599,Spring,100,paper_discipline_bull,14.134,16.683,0.1709,条件单:take_profit,22,2026-09-04 09:33:14
sh605398,Spring,100,paper_discipline_bull,18.962,21.199,0.1091,空头信号卖出,16,2026-09-04 09:33:15
