日期,代码,名称,类型,conf,5根,10根,20根,40根,净收益(扣成本),止损后净收益
2023-05-10,002488,金固股份,Spring,90,0.76%,0.92%,-3.06%,7.49%,-3.86%,-3.86%
2023-05-12,601958,金钼股份,Spring,93,4.11%,4.69%,6.26%,13.69%,5.46%,5.46%
2023-05-25,002818,富森美,Spring,95,2.72%,7.29%,1.92%,15.45%,1.12%,1.12%
2023-05-25,000582,北部湾港,Spring,93,2.46%,3.75%,-4.79%,5.30%,-5.59%,-5.59%
2023-05-26,600104,上汽集团,Spring,98,3.33%,4.55%,6.67%,12.04%,5.87%,5.87%
2023-05-26,603299,苏盐井神,Spring,93,2.73%,2.51%,8.52%,12.09%,7.72%,7.72%
2023-05-30,601100,恒立液压,Spring,97,2.72%,4.42%,17.91%,23.15%,17.11%,17.11%
2023-05-30,002640,跨境通,Spring,95,-0.26%,1.85%,-8.99%,-1.59%,-9.79%,-9.79%
2023-05-31,600861,北京人力,Spring,94,1.79%,7.24%,3.71%,17.08%,2.91%,2.91%
2023-06-01,003000,劲仔食品,Spring,97,3.62%,7.64%,-1.42%,-7.88%,-2.22%,-2.22%
2023-06-01,000425,徐工机械,Spring,93,4.58%,15.58%,16.44%,22.69%,15.64%,15.64%
2023-06-01,600426,华鲁恒升,Spring,93,8.61%,13.10%,11.11%,20.48%,10.31%,10.31%
2023-06-07,000860,顺鑫农业,Spring,97,10.77%,8.00%,8.41%,-3.41%,7.61%,7.61%
2023-06-08,600178,东安动力,Spring,93,7.77%,10.02%,18.65%,12.60%,17.85%,17.85%
2023-06-08,002039,黔源电力,ST,90,1.45%,5.23%,4.41%,3.60%,3.61%,3.61%
2023-06-09,601012,隆基绿能,ST,95,7.36%,3.50%,7.39%,11.03%,6.59%,6.59%
2023-06-09,002151,北斗星通,Spring,94,1.79%,18.14%,19.04%,8.49%,18.24%,18.24%
2023-06-09,000534,万泽股份,Spring,92,2.03%,0.51%,-11.21%,-19.51%,-12.01%,-12.01%
2023-06-12,603416,信捷电气,Spring,96,12.61%,11.75%,8.82%,9.63%,8.02%,8.02%
2023-06-12,600299,安迪苏,Spring,91,0.77%,1.79%,3.85%,6.08%,3.05%,3.05%
2023-06-15,600511,国药股份,Spring,90,0.51%,4.97%,-4.75%,-5.93%,-5.55%,-5.55%
2023-06-21,603826,坤彩科技,Spring,98,2.04%,0.80%,5.39%,4.00%,4.59%,4.59%
2023-06-21,603300,海南华铁,Spring,97,4.61%,11.52%,18.23%,12.28%,17.43%,17.43%
2023-06-26,000582,北部湾港,Spring,96,4.21%,5.84%,10.60%,7.61%,9.80%,9.80%
2023-06-26,000828,东莞控股,Spring,96,4.68%,4.68%,6.84%,8.56%,6.04%,6.04%
2023-06-26,601218,吉鑫科技,Spring,96,3.86%,3.58%,2.20%,2.20%,1.40%,1.40%
2023-06-26,000686,东北证券,Spring,95,5.91%,5.47%,7.39%,19.20%,6.59%,6.59%
2023-06-26,002545,东方铁塔,Spring,95,1.72%,2.86%,5.15%,1.86%,4.35%,4.35%
2023-06-26,600968,海油发展,Spring,95,5.76%,7.66%,4.87%,-0.70%,4.07%,4.07%
2023-06-26,600998,九州通,Spring,95,6.48%,2.73%,3.77%,-3.20%,2.97%,2.97%
2023-06-26,000652,泰达股份,Spring,94,7.98%,6.69%,7.72%,11.85%,6.92%,6.92%
2023-06-26,002481,双塔食品,Spring,93,5.15%,5.39%,7.26%,7.49%,6.46%,6.46%
2023-06-26,600557,康缘药业,Spring,91,4.22%,-9.85%,-22.24%,-30.84%,-23.04%,-23.04%
2023-06-27,002640,跨境通,Spring,94,0.85%,0.57%,9.92%,17.28%,9.12%,9.12%
2023-06-28,002642,荣联科技,Spring,97,3.78%,-2.11%,-0.91%,3.02%,-1.71%,-1.71%
2023-06-28,002937,兴瑞科技,Spring,95,15.42%,13.41%,13.54%,0.04%,12.74%,12.74%
2023-06-28,002939,长城证券,Spring,95,1.36%,0.74%,5.62%,7.88%,4.82%,4.82%
2023-07-07,603195,公牛集团,Spring,96,3.40%,2.99%,9.22%,15.52%,8.42%,8.42%
2023-07-17,600882,妙可蓝多,Spring,97,1.17%,10.95%,5.18%,-6.06%,4.38%,4.38%
2023-07-28,600435,北方导航,Shakeout,96,-0.10%,-0.29%,-5.53%,-0.67%,-6.33%,-6.33%
2023-08-02,605266,健之佳,Spring,94,8.36%,6.88%,-2.81%,-5.32%,-3.61%,-3.61%
2023-08-03,600329,达仁堂,Spring,97,0.54%,-7.22%,-8.87%,-6.35%,-9.67%,-9.67%
2023-08-07,600511,国药股份,Spring,92,4.52%,0.50%,1.48%,0.38%,0.68%,0.68%
2023-08-14,600035,楚天高速,Spring,98,1.25%,1.99%,-3.74%,-4.99%,-4.54%,-4.54%
2023-08-14,000885,城发环境,Spring,92,3.76%,-5.80%,-8.99%,-12.66%,-9.79%,-9.79%
2023-08-14,600612,老凤祥,Spring,91,-0.90%,2.29%,4.26%,-2.93%,3.46%,3.46%
2023-08-17,600968,海油发展,Spring,92,2.76%,6.55%,11.38%,6.90%,10.58%,10.58%
2023-08-18,603299,苏盐井神,Spring,97,15.49%,2.14%,-0.43%,-10.68%,-1.23%,-1.23%
2023-08-22,002311,海大集团,Spring,99,4.84%,7.93%,7.32%,-6.05%,6.52%,6.52%
2023-08-22,000661,长春高新,Shakeout,96,5.50%,6.31%,3.23%,7.38%,2.43%,2.43%
2023-08-22,600998,九州通,Spring,93,8.11%,10.70%,14.49%,12.61%,13.69%,13.69%
2023-08-22,603416,信捷电气,Spring,92,8.47%,12.99%,7.77%,6.07%,6.97%,6.97%
2023-08-24,601958,金钼股份,Spring,99,-0.82%,4.56%,0.82%,-8.49%,0.02%,0.02%
2023-08-24,603235,天新药业,Spring,98,7.39%,4.76%,2.09%,-4.11%,1.29%,1.29%
2023-08-25,002151,北斗星通,Spring,99,5.31%,14.72%,4.23%,10.80%,3.43%,3.43%
2023-08-25,601218,吉鑫科技,Spring,99,3.37%,3.65%,1.97%,3.93%,1.17%,1.17%
2023-08-25,000534,万泽股份,Spring,98,17.71%,15.32%,15.67%,15.58%,14.87%,14.87%
2023-08-25,002242,九阳股份,Spring,98,2.75%,3.41%,4.49%,-3.77%,3.69%,3.69%
2023-08-25,002488,金固股份,Spring,97,4.40%,4.71%,16.17%,21.98%,15.37%,15.37%
2023-08-25,600894,广日股份,Spring,97,12.46%,8.54%,8.96%,2.38%,8.16%,8.16%
2023-08-25,000001,上证指数,Spring,96,2.26%,1.72%,2.23%,-1.39%,1.43%,1.43%
2023-08-25,000528,柳    工,Spring,96,1.10%,0.00%,0.00%,-9.78%,-0.80%,-0.80%
2023-08-25,002249,大洋电机,Spring,96,4.47%,3.30%,2.14%,0.85%,1.34%,1.34%
2023-08-25,600435,北方导航,Spring,96,5.25%,11.72%,5.15%,11.11%,4.35%,4.35%
2023-08-25,002261,拓维信息,Spring,92,19.89%,28.42%,33.92%,21.86%,33.12%,33.12%
2023-08-29,601100,恒立液压,Spring,98,9.77%,5.92%,7.36%,-9.41%,6.56%,6.56%
2023-08-29,003000,劲仔食品,Spring,93,4.86%,4.58%,-2.48%,12.30%,-3.28%,-3.28%
2023-08-30,000425,徐工机械,Spring,97,11.54%,9.36%,6.86%,-6.69%,6.06%,6.06%
2023-08-31,600035,楚天高速,Shakeout,98,1.35%,5.96%,7.05%,4.34%,6.25%,6.25%
2023-08-31,600258,首旅酒店,Shakeout,96,4.20%,3.34%,-0.81%,-5.35%,-1.61%,-1.61%
2023-08-31,002039,黔源电力,Spring,94,0.52%,2.69%,0.60%,6.79%,-0.20%,-0.20%
2023-09-08,000544,中原环保,Spring,92,3.08%,1.74%,-1.74%,-3.22%,-2.54%,-2.54%
2023-09-08,605266,健之佳,ST,90,2.42%,3.76%,-3.50%,18.18%,-4.30%,-4.30%
2023-09-14,603708,家家悦,Spring,92,0.43%,-1.99%,-8.74%,-2.34%,-9.54%,-9.54%
2023-09-18,002481,双塔食品,Spring,97,6.43%,3.33%,2.14%,11.67%,1.34%,1.34%
2023-09-21,601311,骆驼股份,ST,90,3.49%,4.36%,3.37%,2.12%,2.57%,2.57%
2023-09-22,600511,国药股份,Spring,93,4.08%,1.54%,-7.25%,-5.65%,-8.05%,-8.05%
2023-09-26,002640,跨境通,Spring,93,6.84%,13.68%,29.06%,16.81%,28.26%,28.26%
2023-09-27,002937,兴瑞科技,ST,93,5.86%,-2.59%,1.81%,22.17%,1.01%,1.01%
2023-10-09,600273,嘉化能源,Spring,94,-1.30%,-4.01%,-0.71%,-0.83%,-1.51%,-1.51%
2023-10-09,000686,东北证券,Spring,91,0.13%,-2.65%,2.52%,-3.71%,1.72%,1.72%
2023-10-11,000550,江铃汽车,Spring,97,0.12%,-5.61%,1.06%,18.36%,0.26%,0.26%
2023-10-23,000544,中原环保,Spring,98,3.03%,3.17%,4.18%,1.58%,3.38%,3.38%
2023-10-23,002039,黔源电力,Spring,98,6.48%,10.55%,10.16%,8.44%,9.36%,9.36%
2023-10-23,002061,浙江交科,Spring,98,5.77%,4.12%,4.40%,0.82%,3.60%,3.60%
2023-10-23,002379,宏桥控股,Spring,98,5.54%,9.64%,12.53%,6.02%,11.73%,11.73%
2023-10-23,002545,东方铁塔,Spring,98,4.71%,5.59%,5.29%,-0.44%,4.49%,4.49%
2023-10-23,002903,宇环数控,Spring,98,11.52%,33.22%,33.63%,24.69%,32.83%,32.83%
2023-10-23,600300,维维股份,Spring,98,9.41%,10.10%,10.10%,8.71%,9.30%,9.30%
2023-10-23,600559,老白干酒,Spring,98,9.64%,8.31%,8.08%,-0.23%,7.28%,7.28%
2023-10-23,000030,富奥股份,Spring,97,7.13%,8.71%,19.21%,11.09%,18.41%,18.41%
2023-10-23,000828,东莞控股,Spring,97,4.90%,15.75%,30.92%,28.35%,30.12%,30.12%
2023-10-23,002191,劲嘉股份,Spring,97,7.27%,8.91%,9.45%,1.82%,8.65%,8.65%
2023-10-23,002249,大洋电机,Spring,97,5.14%,7.81%,9.25%,-0.83%,8.45%,8.45%
2023-10-23,600261,阳光照明,Spring,97,8.41%,10.28%,14.02%,4.67%,13.22%,13.22%
2023-10-23,003000,劲仔食品,Spring,96,23.39%,22.17%,24.62%,20.12%,23.82%,23.82%
2023-10-23,600771,广誉远,Spring,96,12.79%,12.79%,15.15%,11.34%,14.35%,14.35%
2023-10-23,605266,健之佳,Spring,96,14.94%,20.98%,29.07%,27.46%,28.27%,28.27%
2023-10-23,002818,富森美,Spring,95,4.31%,4.15%,3.62%,-1.92%,2.82%,2.82%
2023-10-23,603195,公牛集团,Spring,95,8.31%,2.92%,-1.17%,-5.06%,-1.97%,-1.97%
2023-10-23,000661,长春高新,Spring,94,18.36%,16.34%,23.50%,8.42%,22.70%,22.70%
2023-10-23,600397,江钨装备,Spring,94,3.21%,5.00%,8.21%,20.36%,7.41%,7.41%
2023-10-23,002481,双塔食品,ST,90,12.20%,11.48%,12.68%,7.18%,11.88%,11.88%
2023-10-24,000683,博源化工,Spring,99,8.44%,4.62%,4.30%,-7.64%,3.50%,3.50%
2023-10-24,000778,新兴铸管,Spring,98,6.77%,3.12%,2.86%,-3.12%,2.06%,2.06%
2023-10-24,000951,中国重汽,Spring,97,5.21%,4.92%,13.20%,-3.85%,12.40%,12.40%
2023-10-24,600426,华鲁恒升,Spring,96,5.10%,0.23%,-1.18%,-11.86%,-1.98%,-1.98%
2023-10-24,601100,恒立液压,ST,96,3.47%,5.31%,6.60%,-6.69%,5.80%,5.80%
2023-10-24,601311,骆驼股份,Spring,95,3.39%,4.52%,4.52%,-2.89%,3.72%,3.72%
2023-10-24,000534,万泽股份,Spring,94,4.90%,4.90%,11.24%,-0.56%,10.44%,10.44%
2023-10-24,002261,拓维信息,Spring,90,4.07%,6.72%,9.74%,-2.03%,8.94%,8.94%
2023-10-25,600612,老凤祥,Spring,99,10.56%,5.74%,10.79%,24.44%,9.99%,9.99%
2023-10-26,002311,海大集团,Spring,95,6.70%,7.88%,9.62%,-2.32%,8.82%,8.82%
2023-10-26,600557,康缘药业,Spring,93,4.85%,9.63%,15.73%,34.49%,14.93%,14.93%
2023-10-27,603416,信捷电气,Spring,99,6.07%,7.91%,7.35%,2.91%,6.55%,6.55%
2023-10-30,603300,海南华铁,Spring,92,1.72%,-0.17%,15.27%,9.26%,14.47%,14.47%
2023-10-30,600998,九州通,Shakeout,90,3.12%,2.70%,5.82%,0.71%,5.02%,5.02%
2023-11-01,600329,达仁堂,Spring,98,3.84%,4.11%,17.93%,13.85%,17.13%,17.13%
2023-11-08,000528,柳    工,Spring,94,3.72%,2.26%,1.62%,10.66%,0.82%,0.82%
2023-11-27,002640,跨境通,Spring,95,4.55%,0.51%,9.34%,-23.74%,8.54%,8.54%
2023-12-08,688981,中芯国际,SC,97,2.00%,4.26%,-5.80%,-18.23%,-6.60%,-6.60%
2023-12-11,600968,海油发展,Spring,96,-2.11%,-1.76%,2.11%,2.46%,1.31%,1.31%
2023-12-11,000783,长江证券,Spring,93,-1.95%,-6.57%,-9.06%,-10.66%,-9.86%,-9.86%
2023-12-11,600761,安徽合力,Spring,90,-1.71%,10.69%,16.95%,17.96%,16.15%,16.15%
2023-12-18,601958,金钼股份,Spring,94,1.10%,5.30%,6.74%,8.51%,5.94%,5.94%
2023-12-19,601012,隆基绿能,Spring,99,2.99%,9.92%,4.57%,1.23%,3.77%,3.77%
2023-12-20,603179,新泉股份,Spring,99,6.06%,4.67%,-2.03%,-4.78%,-2.83%,-2.83%
2023-12-21,002311,海大集团,Spring,98,9.19%,4.12%,1.20%,6.52%,0.40%,0.40%
2023-12-21,002545,东方铁塔,Spring,97,5.22%,9.24%,3.73%,1.04%,2.93%,2.93%
2023-12-21,003000,劲仔食品,Spring,96,0.17%,-3.97%,14.18%,17.05%,13.38%,13.38%
2023-12-21,601311,骆驼股份,Spring,95,2.46%,3.23%,0.78%,-4.92%,-0.02%,-0.02%
2023-12-21,002249,大洋电机,Spring,94,2.51%,2.51%,-2.09%,-1.67%,-2.89%,-2.89%
2023-12-21,000544,中原环保,Spring,93,0.15%,4.80%,-0.87%,0.00%,-1.67%,-1.67%
2023-12-21,603299,苏盐井神,Spring,93,1.43%,3.69%,-2.15%,-1.43%,-2.95%,-2.95%
2023-12-21,000860,顺鑫农业,Spring,92,1.83%,-5.00%,-7.16%,-11.54%,-7.96%,-7.96%
2023-12-21,601163,三角轮胎,Spring,92,1.56%,2.98%,7.24%,11.08%,6.44%,6.44%
2023-12-21,000425,徐工机械,Spring,91,7.37%,9.96%,9.36%,19.72%,8.56%,8.56%
2023-12-21,600732,爱旭股份,Spring,91,12.60%,5.48%,15.80%,-2.28%,15.00%,15.00%
2023-12-25,002642,荣联科技,Spring,96,13.83%,1.21%,-14.36%,-20.67%,-15.16%,-15.16%
2023-12-26,002818,富森美,Spring,98,5.27%,5.10%,2.72%,6.42%,1.92%,1.92%
2023-12-26,000534,万泽股份,Spring,92,6.53%,4.02%,-8.63%,-5.44%,-9.43%,-9.43%
2023-12-27,002061,浙江交科,Spring,97,4.52%,4.24%,5.65%,8.19%,4.85%,4.85%
2023-12-27,600258,首旅酒店,Shakeout,97,3.54%,2.20%,1.87%,0.87%,1.07%,1.07%
2023-12-27,000652,泰达股份,Spring,95,2.08%,1.56%,-1.04%,-7.81%,-1.84%,-1.84%
2023-12-27,600882,妙可蓝多,Spring,90,3.12%,2.39%,3.98%,-7.56%,3.18%,3.18%
2023-12-28,002640,跨境通,Shakeout,94,-2.99%,-1.90%,-9.24%,-22.01%,-10.04%,-10.04%
2023-12-28,601100,恒立液压,Spring,94,3.53%,8.03%,-1.48%,9.87%,-2.28%,-2.28%
2023-12-29,600998,九州通,Spring,96,1.57%,3.57%,2.85%,12.41%,2.05%,2.05%
2023-12-29,600015,华夏银行,Shakeout,94,4.80%,4.63%,9.25%,13.88%,8.45%,8.45%
2024-01-08,601816,京沪高铁,Spring,97,2.57%,2.57%,7.07%,7.92%,6.27%,6.27%
2024-01-08,002481,双塔食品,Spring,95,6.40%,-6.40%,-17.77%,6.87%,-18.57%,-18.57%
2024-01-17,600809,山西汾酒,Spring,97,2.20%,1.89%,19.61%,27.16%,18.81%,18.81%
2024-01-18,510300,沪深300ETF华泰柏瑞,Spring,99,2.05%,-1.53%,6.43%,8.29%,5.63%,5.63%
2024-01-18,000858,五 粮 液,Spring,97,2.51%,-1.09%,10.80%,19.96%,10.00%,10.00%
2024-01-18,600426,华鲁恒升,Spring,97,4.15%,-0.77%,10.69%,-0.85%,9.89%,9.89%
2024-01-18,603288,海天味业,Spring,94,3.23%,-0.86%,19.54%,14.78%,18.74%,18.74%
2024-01-23,000001,上证指数,Spring,99,2.15%,0.67%,6.74%,8.02%,5.94%,5.94%
2024-01-23,000528,柳    工,Spring,98,5.21%,14.42%,15.95%,24.39%,15.15%,15.15%
2024-01-23,000652,泰达股份,Spring,98,2.82%,-7.32%,-2.25%,-1.97%,-3.05%,-3.05%
2024-01-23,000683,博源化工,Spring,98,3.26%,2.87%,13.60%,9.58%,12.80%,12.80%
2024-01-23,000686,东北证券,Spring,98,1.51%,0.91%,6.04%,0.45%,5.24%,5.24%
2024-01-23,000778,新兴铸管,Spring,98,6.86%,7.14%,11.71%,10.00%,10.91%,10.91%
2024-01-23,600299,安迪苏,Spring,98,2.28%,-2.15%,12.75%,11.81%,11.95%,11.95%
2024-01-23,600998,九州通,Spring,98,5.20%,10.85%,19.02%,15.16%,18.22%,18.22%
2024-01-23,603300,海南华铁,Spring,98,-0.34%,-6.55%,2.93%,2.76%,2.13%,2.13%
2024-01-23,002039,黔源电力,Spring,97,5.77%,1.37%,16.78%,19.36%,15.98%,15.98%
2024-01-23,002061,浙江交科,Spring,97,8.19%,0.88%,7.60%,4.68%,6.80%,6.80%
2024-01-23,002478,常宝股份,Spring,97,6.06%,0.20%,12.93%,31.52%,12.13%,12.13%
2024-01-23,002588,史丹利,Spring,97,4.51%,-8.85%,4.51%,5.90%,3.71%,3.71%
2024-01-23,600258,首旅酒店,Spring,97,-0.62%,0.21%,3.26%,2.08%,2.46%,2.46%
2024-01-23,600861,北京人力,Spring,97,1.64%,0.88%,8.18%,11.34%,7.38%,7.38%
2024-01-23,600894,广日股份,Spring,97,10.49%,-4.86%,19.76%,33.59%,18.96%,18.96%
2024-01-23,601958,金钼股份,Spring,97,2.23%,1.34%,9.50%,23.35%,8.70%,8.70%
2024-01-23,000582,北部湾港,Spring,96,5.55%,2.56%,6.69%,10.67%,5.89%,5.89%
2024-01-23,600035,楚天高速,Spring,96,7.59%,-1.90%,4.34%,14.09%,3.54%,3.54%
2024-01-23,600968,海油发展,Spring,96,10.37%,7.78%,20.00%,21.85%,19.20%,19.20%
2024-01-23,600487,亨通光电,Spring,94,-0.28%,2.54%,8.66%,10.83%,7.86%,7.86%
2024-01-24,600511,国药股份,ST,94,5.62%,12.97%,11.31%,12.26%,10.51%,10.51%
2024-01-30,300750,宁德时代,Spring,97,12.49%,14.53%,16.26%,40.43%,15.46%,15.46%
2024-01-31,603179,新泉股份,Spring,99,17.49%,9.08%,3.70%,3.30%,2.90%,2.90%
2024-02-02,600276,恒瑞医药,Spring,99,15.88%,17.05%,21.28%,26.43%,20.48%,20.48%
2024-02-02,601100,恒立液压,ST,97,13.74%,16.48%,13.74%,2.82%,12.94%,12.94%
2024-02-02,002415,海康威视,Spring,95,8.75%,10.33%,10.04%,0.32%,9.24%,9.24%
2024-02-02,002311,海大集团,Spring,94,11.11%,14.16%,17.78%,14.39%,16.98%,16.98%
2024-02-02,510300,沪深300ETF华泰柏瑞,ST,94,6.30%,8.00%,12.33%,9.69%,11.53%,11.53%
2024-02-05,000703,恒逸石化,Spring,99,13.81%,10.32%,7.78%,9.05%,6.98%,6.98%
2024-02-05,002545,东方铁塔,Spring,99,16.50%,15.99%,18.71%,28.91%,17.91%,17.91%
2024-02-05,601163,三角轮胎,Spring,99,21.14%,25.10%,29.37%,35.63%,28.57%,28.57%
2024-02-05,399001,深证成指,Spring,98,11.82%,16.38%,20.92%,16.77%,20.12%,20.12%
2024-02-05,600557,康缘药业,Spring,98,25.70%,29.50%,53.70%,50.18%,52.90%,52.90%
2024-02-05,601012,隆基绿能,Spring,98,9.96%,15.58%,22.84%,4.68%,22.04%,22.04%
2024-02-05,603826,坤彩科技,Spring,98,9.75%,8.51%,8.66%,-5.40%,7.86%,7.86%
2024-02-05,000869,张  裕Ａ,Spring,97,12.53%,15.53%,16.58%,17.37%,15.78%,15.78%
2024-02-05,000935,四川双马,Spring,97,8.00%,11.03%,6.77%,-0.45%,5.97%,5.97%
2024-02-05,002249,大洋电机,Spring,97,19.90%,26.18%,28.01%,33.77%,27.21%,27.21%
2024-02-05,002939,长城证券,Spring,97,11.41%,15.26%,16.59%,7.41%,15.79%,15.79%
2024-02-05,300009,安科生物,Spring,97,20.49%,21.60%,22.35%,19.51%,21.55%,21.55%
2024-02-05,603235,天新药业,Spring,97,10.91%,14.91%,16.96%,13.11%,16.16%,16.16%
2024-02-05,601311,骆驼股份,Spring,90,15.47%,19.14%,21.37%,27.75%,20.57%,20.57%
2024-02-06,605196,华通线缆,Spring,99,12.41%,26.46%,40.36%,57.85%,39.56%,39.56%
2024-02-06,000828,东莞控股,Spring,98,7.63%,7.18%,11.78%,10.89%,10.98%,10.98%
2024-02-06,002261,拓维信息,Spring,98,24.86%,34.03%,60.68%,34.50%,59.88%,59.88%
2024-02-06,002481,双塔食品,Spring,98,9.92%,26.72%,23.14%,11.02%,22.34%,22.34%
2024-02-06,000030,富奥股份,Spring,97,13.25%,14.70%,22.17%,27.23%,21.37%,21.37%
2024-02-06,002642,荣联科技,Spring,97,23.78%,31.33%,56.00%,32.89%,55.20%,55.20%
2024-02-06,002757,南兴股份,Spring,97,16.18%,22.88%,35.08%,25.50%,34.28%,34.28%
2024-03-08,603179,新泉股份,ST,96,6.78%,-0.29%,-1.10%,5.26%,-1.90%,-1.90%
2024-03-25,600426,华鲁恒升,Shakeout,95,9.08%,7.26%,14.92%,16.71%,14.12%,14.12%
2024-03-27,000951,中国重汽,Spring,94,8.41%,12.07%,9.51%,1.22%,8.71%,8.71%
2024-03-28,000683,博源化工,Spring,98,9.11%,11.79%,29.11%,36.61%,28.31%,28.31%
2024-03-28,301166,优宁维,ST,97,-1.67%,-6.84%,-0.93%,-1.96%,-1.73%,-1.73%
2024-03-28,600329,达仁堂,Spring,92,7.15%,17.67%,20.27%,23.83%,19.47%,19.47%
2024-03-29,605266,健之佳,Spring,94,5.42%,0.36%,7.31%,11.94%,6.50%,6.50%
2024-04-08,603179,新泉股份,Spring,99,0.38%,-1.13%,4.92%,3.27%,4.12%,4.12%
2024-04-08,601100,恒立液压,Shakeout,96,8.43%,8.29%,10.52%,5.52%,9.72%,9.72%
2024-04-10,002242,九阳股份,Spring,94,9.82%,12.05%,21.77%,11.75%,20.97%,20.97%
2024-04-11,000661,长春高新,ST,94,2.29%,-3.50%,3.63%,-7.23%,2.83%,2.83%
2024-04-12,603288,海天味业,Shakeout,98,2.85%,7.41%,4.81%,-2.07%,4.01%,4.01%
2024-04-15,002415,海康威视,ST,97,5.32%,6.64%,6.09%,8.46%,5.29%,5.29%
2024-04-15,000858,五 粮 液,Shakeout,95,-1.87%,3.01%,4.57%,-7.90%,3.77%,3.77%
2024-04-15,002939,长城证券,Spring,95,0.14%,6.73%,1.92%,-3.02%,1.12%,1.12%
2024-04-16,002117,东港股份,Spring,99,5.60%,12.84%,8.89%,-2.25%,8.09%,8.09%
2024-04-16,002488,金固股份,Spring,99,7.67%,24.15%,19.86%,4.06%,19.06%,19.06%
2024-04-16,000860,顺鑫农业,Spring,98,6.21%,19.71%,31.80%,14.91%,31.00%,31.00%
2024-04-16,002481,双塔食品,Spring,98,10.00%,14.86%,34.86%,12.62%,34.06%,34.06%
2024-04-16,301166,优宁维,Spring,98,4.88%,14.86%,15.20%,4.00%,14.40%,14.40%
2024-04-16,600300,维维股份,Spring,98,4.20%,15.65%,15.27%,-5.23%,14.47%,14.47%
2024-04-16,601218,吉鑫科技,Spring,98,2.14%,11.79%,24.46%,3.10%,23.66%,23.66%
2024-04-16,002410,广联达,Spring,97,5.79%,16.84%,42.98%,11.75%,42.18%,42.18%
2024-04-16,300864,南大环境,Shakeout,97,7.18%,18.14%,24.24%,26.94%,23.44%,23.44%
2024-04-16,600261,阳光照明,Spring,97,7.50%,15.00%,17.50%,3.44%,16.70%,16.70%
2024-04-16,600771,广誉远,Spring,96,3.68%,10.07%,6.51%,-3.86%,5.71%,5.71%
2024-04-16,000868,安凯客车,Spring,95,8.03%,13.21%,15.54%,2.33%,14.74%,14.74%
2024-04-16,603300,海南华铁,Spring,95,0.90%,11.49%,17.41%,1.62%,16.61%,16.61%
2024-04-16,600861,北京人力,Spring,92,6.26%,7.25%,15.43%,0.38%,14.63%,14.63%
2024-04-16,603708,家家悦,Shakeout,91,4.52%,6.93%,5.13%,-13.07%,4.33%,4.33%
2024-04-17,603826,坤彩科技,Spring,98,3.47%,8.57%,7.24%,10.74%,6.44%,6.44%
2024-04-19,600276,恒瑞医药,Spring,99,9.43%,11.37%,4.46%,-2.59%,3.66%,3.66%
2024-04-22,000661,长春高新,Spring,99,3.65%,7.99%,2.34%,-11.22%,1.54%,1.54%
2024-04-23,600397,江钨装备,Spring,98,4.29%,6.19%,5.24%,-15.24%,4.44%,4.44%
2024-04-23,300009,安科生物,SC,97,10.13%,14.01%,5.71%,-5.02%,4.91%,4.91%
2024-04-24,605266,健之佳,Spring,96,9.95%,18.38%,14.66%,-23.33%,13.86%,13.86%
2024-04-25,600732,爱旭股份,Spring,94,5.96%,2.21%,-2.04%,-19.59%,-2.84%,-2.84%
2024-04-26,600273,嘉化能源,Spring,97,2.31%,0.51%,2.99%,-7.70%,2.19%,2.19%
2024-05-06,600612,老凤祥,Shakeout,92,5.41%,1.85%,-2.27%,-21.45%,-3.07%,-3.07%
2024-05-27,600276,恒瑞医药,ST,96,-0.47%,0.05%,-7.03%,-2.54%,-7.83%,-7.83%
2024-05-30,688111,金山办公,Spring,95,2.40%,4.40%,-12.12%,-24.52%,-12.92%,-12.92%
2024-06-03,601100,恒立液压,Spring,96,5.35%,4.93%,-4.73%,-8.65%,-5.53%,-5.53%
2024-06-06,002117,东港股份,Spring,99,4.78%,4.93%,5.22%,4.03%,4.42%,4.42%
2024-06-06,300333,兆日科技,Spring,99,11.83%,19.15%,54.65%,31.27%,53.85%,53.85%
2024-06-06,000868,安凯客车,Spring,97,5.08%,8.56%,2.67%,50.80%,1.87%,1.87%
2024-06-06,600178,东安动力,Spring,97,3.16%,1.58%,0.79%,-0.65%,-0.01%,-0.01%
2024-06-06,002903,宇环数控,Spring,94,8.13%,10.23%,5.77%,2.75%,4.97%,4.97%
2024-06-06,600035,楚天高速,Spring,93,2.64%,3.36%,5.04%,7.67%,4.24%,4.24%
2024-06-06,600771,广誉远,ST,92,3.02%,-10.22%,-14.57%,-15.58%,-15.37%,-15.37%
2024-06-07,603826,坤彩科技,Spring,98,20.00%,21.41%,0.14%,2.23%,-0.66%,-0.66%
2024-06-07,002939,长城证券,Spring,97,1.58%,-1.29%,-8.31%,-2.44%,-9.11%,-9.11%
2024-06-11,000778,新兴铸管,ST,92,1.13%,-1.41%,-1.69%,2.89%,-2.49%,-2.49%
2024-06-24,600261,阳光照明,Spring,98,3.82%,0.00%,-0.38%,4.20%,-1.18%,-1.18%
2024-06-24,000885,城发环境,Spring,95,10.13%,8.05%,5.30%,9.09%,4.50%,4.50%
2024-06-24,000935,四川双马,ST,93,0.25%,-3.95%,-2.96%,-9.46%,-3.76%,-3.76%
2024-06-24,600273,嘉化能源,ST,90,3.67%,0.15%,1.03%,12.32%,0.23%,0.23%
