symbol,type,conf,strategy,buy_px,sell_px,ret,reason,bars,close
sh605266,Spring,100,paper_discipline_bull,34.483,38.619,0.111,空头信号卖出,4,2026-09-05 21:35:07
sh605368,Spring,100,paper_discipline_bull,11.176,12.14,0.0776,空头信号卖出,10,2026-09-05 21:35:10
sh603960,ST,100,paper_discipline_bull,23.966,22.672,-0.0615,条件单:stop_loss,6,2026-09-05 21:35:11
sh603880,Spring,100,paper_discipline_bull,3.654,4.216,0.1446,条件单:take_profit,4,2026-09-05 21:35:11
sh603880,Spring,100,paper_discipline_bull,4.024,4.116,0.0147,空头信号卖出,1,2026-09-05 21:35:11
sh603880,Spring,100,paper_discipline_bull,4.234,3.916,-0.0825,条件单:stop_loss,0,2026-09-05 21:35:11
sh603880,Spring,100,paper_discipline_bull,4.054,3.986,-0.0246,空头信号卖出,1,2026-09-05 21:35:11
sh603960,ST,100,paper_discipline_bull,23.252,21.316,-0.0906,条件单:stop_loss,8,2026-09-05 21:35:12
sh605338,Spring,100,paper_discipline_bull,13.458,12.642,-0.0681,条件单:stop_loss,8,2026-09-05 21:35:14
sh603869,ST,100,paper_discipline_bull,4.97,4.672,-0.0675,条件单:stop_loss,14,2026-09-05 21:35:14
sh605268,Spring,100,paper_discipline_bull,6.635,6.251,-0.0654,条件单:stop_loss,11,2026-09-05 21:35:23
sh605003,Spring,100,paper_discipline_bull,15.288,14.462,-0.0616,条件单:stop_loss,28,2026-09-05 21:35:58
sh605368,Spring,100,paper_discipline_bull,11.8,12.887,0.0834,空头信号卖出,45,2026-09-05 21:36:00
sh605177,Spring,89,screener_value_accumulation,21.201,19.021,-0.11,条件单:stop_loss,0,2026-09-05 21:36:01
sh603990,Spring,100,paper_discipline_bull,7.177,8.252,0.1406,条件单:take_profit,6,2026-09-05 21:36:03
sh605488,Spring,100,paper_discipline_bull,8.36,9.043,0.0731,空头信号卖出,2,2026-09-05 21:36:06
sh605555,ST,100,paper_discipline_bull,11.304,13.336,0.1704,条件单:take_profit,22,2026-09-05 21:36:37
sh605598,Spring,100,paper_discipline_bull,16.549,19.095,0.1447,条件单:take_profit,16,2026-09-05 21:36:37
sh605599,ST,100,paper_discipline_bull,9.832,10.907,0.1005,空头信号卖出,2,2026-09-05 21:36:41
sh605599,ST,100,paper_discipline_bull,11.797,9.995,-0.1595,条件单:stop_loss,0,2026-09-05 21:36:42
sh605599,ST,100,paper_discipline_bull,10.782,10.004,-0.0796,条件单:stop_loss,0,2026-09-05 21:36:43
sh605077,ST,100,paper_discipline_bull,13.557,12.84,-0.0604,条件单:stop_loss,0,2026-09-05 21:36:44
sh605077,ST,100,paper_discipline_bull,13.267,15.514,0.16,条件单:take_profit,15,2026-09-05 21:36:59
sh605077,ST,100,screener_value_accumulation,15.545,14.536,-0.0724,条件单:stop_loss,3,2026-09-05 21:36:59
sh605599,ST,91,screener_value_accumulation,10.252,10.022,-0.0302,空头信号卖出,5,2026-09-05 21:37:00
sh603882,Spring,73,screener_value_accumulation,31.771,29.892,-0.0666,条件单:stop_loss,4,2026-09-05 21:37:01
sh603979,Spring,100,paper_discipline_bull,41.309,38.124,-0.0845,条件单:stop_loss,1,2026-09-05 21:37:01
sh605598,ST,100,paper_discipline_bull,18.746,21.595,0.1428,条件单:take_profit,40,2026-09-05 21:37:03
sh603979,Spring,100,paper_discipline_bull,38.72,36.411,-0.0671,条件单:stop_loss,18,2026-09-05 21:37:10
sh605117,ST,100,paper_discipline_bull,40.531,44.521,0.0897,空头信号卖出,26,2026-09-05 21:37:12
sh605589,Spring,100,paper_discipline_bull,22.234,25.726,0.1478,条件单:take_profit,8,2026-09-05 21:37:22
sh605589,Spring,100,paper_discipline_bull,25.535,23.895,-0.0717,条件单:stop_loss,4,2026-09-05 21:37:31
sh603993,Spring,100,paper_discipline_bull,6.369,7.148,0.1134,空头信号卖出,21,2026-09-05 21:37:38
sh605081,Spring,100,paper_discipline_bull,9.71,11.379,0.1625,条件单:take_profit,29,2026-09-05 21:38:01
sh603989,Spring,100,paper_discipline_bull,15.805,15.429,-0.0316,空头信号卖出,1,2026-09-05 21:38:02
sh605177,Spring,100,paper_discipline_bull,17.848,20.33,0.13,空头信号卖出,35,2026-09-05 21:38:02
sh603989,Spring,100,paper_discipline_bull,15.4,15.576,0.0034,空头信号卖出,1,2026-09-05 21:38:03
sh605081,ST,91,screener_value_accumulation,11.041,10.46,-0.0602,条件单:stop_loss,0,2026-09-05 21:38:03
sh603989,Spring,100,paper_discipline_bull,15.42,15.429,-0.0074,空头信号卖出,1,2026-09-05 21:38:03
sh605081,ST,91,screener_value_accumulation,10.971,9.74,-0.1193,条件单:stop_loss,0,2026-09-05 21:38:03
sh603989,Spring,100,paper_discipline_bull,15.499,15.232,-0.0251,空头信号卖出,1,2026-09-05 21:38:04
sh605081,ST,91,screener_value_accumulation,10.551,9.74,-0.0842,条件单:stop_loss,0,2026-09-05 21:38:04
sh603989,Spring,100,paper_discipline_bull,15.46,15.261,-0.0207,空头信号卖出,1,2026-09-05 21:38:04
sh603989,Spring,100,paper_discipline_bull,15.203,13.655,-0.109,条件单:stop_loss,3,2026-09-05 21:38:04
sh603896,ST,89,screener_value_accumulation,19.731,18.359,-0.0769,条件单:stop_loss,2,2026-09-05 21:38:05
